Categoria de Artigo;Nome;Referência Interna;Artigos já existem em Odoo?;Pode ser Vendido;Pode ser Comprado;Pode ser Gasto;Favorito;Impostos a Cliente;Impostos de Fornecedor;Preço de Vendas;Custo;Unidade de medida;Purchase UoM;Tipo de Artigo;Conta de Gastos;Conta de rendimentos;Política de Controlo
Serviços  IT;Odoo Hosting;SERV542;sim;0;1;0;Normal;;COBSMN-IVA23;4;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  IT;Odoo User All Apps;SERV541;sim;0;1;0;Normal;;COBSMN-IVA23;28;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  IT;Certific Digital SSL;SERV394;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268122 Outros Serviços - Licenças UE;;Nas quantidades recebidas
Serviços  IT;Hotspot Rede;SERV395;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  IT;Licença Adobe Creative Cloud;SERV396;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268122 Outros Serviços - Licenças UE;;Nas quantidades recebidas
Serviços  IT;Licença Myfonts;SERV397;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268123 Outros Serviços - Licenças EX;;Nas quantidades recebidas
Serviços  IT;Licença Shutterstock;SERV426;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268122 Outros Serviços - Licenças UE;;Nas quantidades recebidas
Serviços  IT;Licença Wetransfer;SERV398;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268122 Outros Serviços - Licenças UE;;Nas quantidades recebidas
Serviços  IT;Licença iCloud;SERV537;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268121 Outros Serviços - Licenças PT;;Nas quantidades recebidas
Serviços  IT;Registo Dominio;SERV399;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;SaaS Basecamp;SERV400;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268113 Outros Serviços - Software as a Service EX;;Nas quantidades recebidas
Serviços  IT;SaaS Getresponse;SERV538;sim;0;1;0;Normal;;COBSMC-IVA23 ISP;0;0;Unidades;Unidades;Serviço;6268112 Outros Serviços - Software as a Service UE;;Nas quantidades recebidas
Serviços  IT;SaaS Google Workspace;SERV551;sim;0;1;0;Normal;;COBSMC-IVA23 ISP;0;0;Unidades;Unidades;Serviço;6268112 Outros Serviços - Software as a Service UE;;Nas quantidades recebidas
Serviços  IT;SaaS Linode;SERV401;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268113 Outros Serviços - Software as a Service EX;;Nas quantidades recebidas
Serviços  IT;SaaS Mailchimp;SERV402;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268113 Outros Serviços - Software as a Service EX;;Nas quantidades recebidas
Serviços  IT;SaaS Outbrain;SERV403;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268113 Outros Serviços - Software as a Service EX;;Nas quantidades recebidas
Serviços  IT;SaaS Pipedrive;SERV404;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268112 Outros Serviços - Software as a Service UE;;Nas quantidades recebidas
Serviços  IT;SaaS Segurança Arlo;SERV405;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268111 Outros Serviços - Software as a Service PT;;Nas quantidades recebidas
Serviços  IT;SaaS Supermetrics;SERV406;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268112 Outros Serviços - Software as a Service UE;;Nas quantidades recebidas
Serviços  IT;SaaS Swonkie;SERV407;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268111 Outros Serviços - Software as a Service PT;;Nas quantidades recebidas
Serviços  IT;SaaS Zoho Corporation;SERV408;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268112 Outros Serviços - Software as a Service UE;;Nas quantidades recebidas
Serviços  IT;Serviços Alojamento/Hosting;SERV409;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Aluguer Equipamentos de Rede;SERV410;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;626131 Rendas e alugueres - Equipamentos PT;;Nas quantidades recebidas
Serviços  IT;Serviços Aluguer Hotspot Rede;SERV411;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações E2MPLS;SERV564;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações Fixo;SERV412;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações Móveis Aditivo Dados 10Gb;SERV413;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações Móveis Aditivo Dados 1Gb;SERV414;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações Móveis Aditivo Dados 5Gb;SERV415;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações Móveis Aditivo Dados 75Gb;SERV552;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações Móveis Aditivo Dados Romng;SERV416;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações Móveis Adtivo Dados 2Gb;SERV417;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações Móveis Adtivo Dados 500Mb;SERV418;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Comunicações Móveis Voz;SERV419;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços  IT;Serviços Consultoria IT;SERV535;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  IT;Serviços Consultoria Soft Desenv à Medida;SERV420;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  IT;Serviços Instalação de Rede;SERV421;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  IT;Serviços Reparação Computador;SERV422;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  IT;Serviços Reparação Telemovel / Tablet;SERV423;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622631 Conservação e reparação - Outros PT;;Nas quantidades recebidas
Serviços  IT;Serviços Reparação/Manutenção Impressora;SERV424;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622631 Conservação e reparação - Outros PT;;Nas quantidades recebidas
Serviços  IT;Serviços Subscr Plataforma Compras Publicas;SERV425;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6268121 Outros Serviços - Licenças PT;;Nas quantidades recebidas
Serviços  Logísticos;Serviços de Estafeta;SERV427;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62531 Transportes de mercadorias PT;;Nas quantidades recebidas
Serviços  Logísticos;Transporte de Mercadorias;SERV428;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6211 Subcontratos PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Outros Serviços ao Pessoal;SERV554;sim;0;1;1;Normal;;COBSMN-NDED23;0;0;Unidades;Unidades;Serviço;638291 Outros PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Admissão Colaboradores;SERV429;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Cessação Contratos;SERV430;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Elaboração Relatório Único;SERV431;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Formação;SERV432;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;638221 Formação PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Gestão Da Formacão;SERV433;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Gestão Medidas de Apoio RH;SERV434;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Medicina No Trabalho;SERV435;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;638211 Higiene e segurança no trabalho PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Payroll;SERV436;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Recrutamento E Seleção;SERV443;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Segurança E Saude No Trabalho;SERV437;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;638211 Higiene e segurança no trabalho PT;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Seguro Acidentes de Trabalho - Estágio;SERV438;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;6361 Seguros de acidentes no trabalho e doenças profissionais;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Seguro Acidentes de Trabalho - Org Sociais;SERV439;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;6361 Seguros de acidentes no trabalho e doenças profissionais;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Seguro Acidentes de Trabalho - Pessoal;SERV440;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;6361 Seguros de acidentes no trabalho e doenças profissionais;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Seguro Saúde;SERV441;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;63823 Seguro saúde / vida;;Nas quantidades recebidas
Serviços  Recursos Humanos;Serviços Seguro Vida Risco;SERV442;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;63823 Seguro saúde / vida;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Ação Team Building;SERV536;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;63723 Outros Gastos de Ação Social;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Inscrições em Prémios;SERV484;sim;0;1;0;Normal;;COBSMN-IVA23;1;0;Unidades;Unidades;Serviço;6268191 Outros Serviços - Outros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Quotas Associações;SERV444;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;68832 Outras quotizações;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Abertura Processo Cobranca;SERV445;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Auditoria;SERV446;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Autenticação de Documentos;SERV447;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Consultoria Administrativa e Financeira;SERV448;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Contabilidade;SERV449;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Correio;SERV450;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62621 Comunicação PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Emissao de declaracao;SERV452;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Extensão de Garantia;SERV453;sim;0;1;1;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;626391 Outros Seguros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Fornecimento de Eletricidade;SERV455;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;624121 Electricidade - Outros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Fornecimento de Água;SERV454;sim;0;1;0;Normal;;COBSMN-IVA6;0;0;Unidades;Unidades;Serviço;62431 Água PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Juridico-Legal;SERV456;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Notário;SERV457;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;62651 Contencioso e notariado PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Registo Automovel;SERV458;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62651 Contencioso e notariado PT;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Seguro Crédito Cliente;SERV459;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;62634 Seguro faturação a clientes;;Nas quantidades recebidas
Serviços Administrativos e Financeiros;Serviços Seguro Multiriscos;SERV460;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;62632 Seguro multiriscos;;
Serviços Administrativos e Financeiros;Serviços Seguro Responsabilidade Civil Geral;SERV461;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;62633 Seguro responsabilidade civil;;
Serviços Administrativos e Financeiros;Serviços de Assessoria à gestão, financeira e contabilidade;SERV547;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços Bancários;Comissão Bancária - CCC;SERV491;sim;0;1;0;Normal;;COBSMN-IVA23;1;0;Unidades;Unidades;Serviço;69812 Comisões bancárias;;Nas quantidades recebidas
Serviços Bancários;Comissão Bancária - Empréstimo;SERV488;sim;0;1;0;Normal;;COBSMN-IVA23;1;0;Unidades;Unidades;Serviço;69812 Comisões bancárias;;Nas quantidades recebidas
Serviços Bancários;Comissão Bancária - Leasing;SERV489;sim;0;1;0;Normal;;COBSMN-IVA23;1;0;Unidades;Unidades;Serviço;69812 Comisões bancárias;;Nas quantidades recebidas
Serviços Bancários;Comissão de Gestão de Conta;SERV494;sim;0;1;0;Normal;;;12.5;0;Unidades;Unidades;Serviço;62271 Serviços Bancários PT;;Nas quantidades recebidas
Serviços Bancários;Comissões Bancárias - Transferências;SERV562;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62271 Serviços Bancários PT;;Nas quantidades recebidas
Serviços Bancários;Imposto de Selo s/Comissões;SERV495;sim;0;1;0;Normal;;;0.5;0;Unidades;Unidades;Serviço;68123 Imposto do selo;;Nas quantidades recebidas
Serviços Bancários;Juros Bancários - CCC;SERV490;sim;0;1;0;Normal;;COBSMN-IVA23;1;0;Unidades;Unidades;Serviço;6911 Juros de financiamento obtidos;;Nas quantidades recebidas
Serviços Bancários;Juros Bancários - Empréstimo;SERV492;sim;0;1;0;Normal;;COBSMN-IVA23;1;0;Unidades;Unidades;Serviço;6911 Juros de financiamento obtidos;;Nas quantidades recebidas
Serviços Bancários;Juros Bancários - Leasing;SERV493;sim;0;1;0;Normal;;COBSMN-IVA23;1;0;Unidades;Unidades;Serviço;6913 Juros de leasing;;Nas quantidades recebidas
Serviços Bancários;Portes Bancários;SERV534;sim;0;1;0;Normal;;COBSMN-IVA23;1;0;Unidades;Unidades;Serviço;69881 Outros;;Nas quantidades recebidas
Serviços de Escritório;Serviços Controlo Pragas;SERV462;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços de Escritório;Serviços Jardinagem;SERV463;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622631 Conservação e reparação - Outros PT;;Nas quantidades recebidas
Serviços de Escritório;Serviços Taxa de Saneamento;SERV464;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;6813 Taxas;;Nas quantidades recebidas
Serviços de Escritório;Serviços Vigilância;SERV465;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62231 Vigilância e segurança PT;;Nas quantidades recebidas
Serviços de Marketing;Serviços Estudo de Mercado;SERV466;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;622121 Trabalhos especializados - Outros PT;;Nas quantidades recebidas
Serviços de Marketing;Serviços Patrocinio;SERV467;sim;0;1;0;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62221 Publicidade e propaganda PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Dormidas;SERV563;sim;0;1;0;Normal;;COBSMN-IVA6;0;0;Unidades;Unidades;Serviço;6211 Subcontratos PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Estacionamentos;SERV469;sim;0;1;1;Normal;;COBSMN-NDED23;0;0;Unidades;Unidades;Serviço;6251511 Estacionamentos - VLP PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Portagens;SERV470;sim;0;1;1;Normal;;COBSMN-NDED23;0;0;Unidades;Unidades;Serviço;6251411 Portagens - VLP PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Quilómetros;SERV471;sim;0;1;1;Normal;;COBSMN-NDED23;0;0;Unidades;Unidades;Serviço;625131 Quilómetros PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Refeições;SERV553;sim;0;1;1;Normal;;COBSMN-NDED23;100;0;Unidades;Unidades;Serviço;625121 Refeições PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Serviços Bolt;SERV472;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62521 Transportes de pessoal PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Serviços Táxi;SERV473;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62521 Transportes de pessoal PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Serviços Uber;SERV474;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62521 Transportes de pessoal PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Viagens Aéreas;SERV475;sim;0;1;1;Normal;;;0;0;Unidades;Unidades;Serviço;625111 Estadias PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Deslocações - Viagens Outros Transportes Públicos Terrestres;SERV476;sim;0;1;1;Normal;;COBSMN-IVA23;0;0;Unidades;Unidades;Serviço;62521 Transportes de pessoal PT;;Nas quantidades recebidas
Serviços deslocações e Estadas;Serviços Seguro Viagens;SERV540;sim;0;1;0;Normal;;COBSMN-ISENTO 9º;0;0;Unidades;Unidades;Serviço;626391 Outros Seguros PT;;Nas quantidades recebidas
