Código,Nome,Conta Ascendente/Código,Conta Ascendente/Nome,Taxonomia,Tipo/Id.
784,Ganhos em inventários,78,Outros rendimentos,0,tko_account_pt_accounting.data_account_type_view
7841,Sinistros,784,Ganhos em inventários,611,account.data_account_type_revenue
7842,Sobras,784,Ganhos em inventários,612,account.data_account_type_revenue
7848,Outros ganhos,784,Ganhos em inventários,613,account.data_account_type_revenue
785,"Rendimentos em subsidiárias, associadas e emp. Conjuntos",78,Outros rendimentos,0,tko_account_pt_accounting.data_account_type_view
7851,Aplicação Mét. Equivalência Patrimonial,785,"Rendimentos em subsidiárias, associadas e emp. Conjuntos",614,account.data_account_type_revenue
7852,Alienações,785,"Rendimentos em subsidiárias, associadas e emp. Conjuntos",615,account.data_account_type_revenue
7858,Outros rendimentos,785,"Rendimentos em subsidiárias, associadas e emp. Conjuntos",616,account.data_account_type_revenue
786,Rendimentos nos restantes activos financeiros,78,Outros rendimentos,0,tko_account_pt_accounting.data_account_type_view
7861,Diferenças câmbio favoráveis,786,Rendimentos nos restantes activos financeiros,617,account.data_account_type_revenue
7862,Alienações,786,Rendimentos nos restantes activos financeiros,618,account.data_account_type_revenue
7868,Outros rendimentos e ganhos,786,Rendimentos nos restantes activos financeiros,619,account.data_account_type_revenue
787,Rendimentos em investimentos não financeiros,78,Outros rendimentos,0,tko_account_pt_accounting.data_account_type_view
7871,Alienações,787,Rendimentos em investimentos não financeiros,620,account.data_account_type_revenue
7872,Sinistros,787,Rendimentos em investimentos não financeiros,621,account.data_account_type_revenue
7873,Rendas e outros rend. propredades investimento,787,Rendimentos em investimentos não financeiros,622,account.data_account_type_revenue
7878,Outros rendimentos e ganhos,787,Rendimentos em investimentos não financeiros,623,account.data_account_type_revenue
788,Outros,78,Outros rendimentos,0,tko_account_pt_accounting.data_account_type_view
7881,Correcções relativas a períodos anteriores,788,Outros,624,account.data_account_type_revenue
7882,Excesso da estimativa,788,Outros,625,account.data_account_type_revenue
7883,Imputação subsidios p/ investimento,788,Outros,626,account.data_account_type_revenue
7884,Ganhos noutros instrumentos financeiros,788,Outros,627,account.data_account_type_revenue
7885,Restituição de impostos,788,Outros,628,account.data_account_type_revenue
7886,Recuperação de coimas,788,Outros,630,account.data_account_type_revenue
7887,Diferenças de Câmbio Favoraveis,788,Outros,629,account.data_account_type_revenue
7888,Outros não especificados,788,Outros,630,account.data_account_type_revenue
79,"Juros, dividendos e outros",7,RENDIMENTOS,0,tko_account_pt_accounting.data_account_type_view
791,Juro obtido,79,"Juros, dividendos e outros",0,tko_account_pt_accounting.data_account_type_view
7911,De depósitos,791,Juro obtido,631,account.data_account_type_revenue
7912,De outras aplicações de meios financeiros líquidos,791,Juro obtido,632,account.data_account_type_revenue
7913,De financiamentos concedidos a associadas,791,Juro obtido,633,account.data_account_type_revenue
7914,De financiamento concedidos a subsidiarias,791,Juro obtido,634,account.data_account_type_revenue
7915,De financiamentos obtidos,791,Juro obtido,635,account.data_account_type_revenue
7918,De outros financiamentos concedidos,791,Juro obtido,636,account.data_account_type_revenue
792,Dividendos obtidos,79,"Juros, dividendos e outros",0,tko_account_pt_accounting.data_account_type_view
7921,De aplicações meios financeiros líquidos,792,Dividendos obtidos,637,account.data_account_type_revenue
7922,De associadas e empreendimentos conjuntos,792,Dividendos obtidos,638,account.data_account_type_revenue
7923,De subsidiárias,792,Dividendos obtidos,639,account.data_account_type_revenue
7928,Outras,792,Dividendos obtidos,640,account.data_account_type_revenue
793,Diferenças de câmbio favoráveis de financiamento,79,"Juros, dividendos e outros",641,account.data_account_type_revenue
798,Outros rendimentos similares,79,"Juros, dividendos e outros",642,account.data_account_type_revenue
8,Resultados,0,Your Company,0,tko_account_pt_accounting.data_account_type_view
81,Resultado líquido do período,8,Resultados,0,tko_account_pt_accounting.data_account_type_view
811,Resultado antes de imposto,81,Resultado líquido do período,643,account.data_account_type_revenue
812,Imposto sobre o rendimento do período,81,Resultado líquido do período,0,tko_account_pt_accounting.data_account_type_view
8121,Imposto estimado para o período,812,Imposto sobre o rendimento do período,644,account.data_account_type_revenue
8122,Imposto diferido,812,Imposto sobre o rendimento do período,645,account.data_account_type_revenue
818,Resultado líquido,81,Resultado líquido do período,646, 
89,Dividendos Antecipados,8,Resultados,647,account.data_account_type_revenue
9,Analítica,FALSO,,0,tko_account_pt_accounting.data_account_type_view
99,Saldos de Abertura,9,Analítica,0,tko_account_pt_accounting.data_account_type_view
999,Saldos de Abertura,99,Saldos de Abertura,0,account.data_account_type_other_income
