Código,Nome,Conta Ascendente/Código,Conta Ascendente/Nome,Taxonomia,Tipo/Id.
0,Your Company,FALSO,,0,tko_account_pt_accounting.data_account_type_view
1,MEIOS FINANCEIROS LIQUIDOS,0,Your Company,1,tko_account_pt_accounting.data_account_type_view
11,Caixa,1,MEIOS FINANCEIROS LIQUIDOS,1,tko_account_pt_accounting.data_account_type_view
11001,Caixa despesas,11,Caixa,1,account.data_account_type_liquidity
11002,Caixa recebimentos,11,Caixa,1,account.data_account_type_liquidity
119,Transferência de Caixa,11,Caixa,0,account.data_account_type_current_assets
12,Depósitos à Ordem,1,MEIOS FINANCEIROS LIQUIDOS,0,tko_account_pt_accounting.data_account_type_view
12001,Santander Totta,12,Depósitos à Ordem,2,account.data_account_type_liquidity
12010,Revolut,12,Depósitos à Ordem,2,account.data_account_type_liquidity
12011,Coverflex/Pecunpay,12,Depósitos à Ordem,2,account.data_account_type_liquidity
13,Outros depósitos bancários,1,MEIOS FINANCEIROS LIQUIDOS,3,account.data_account_type_liquidity
14,Outros instrumentos financeiros,1,MEIOS FINANCEIROS LIQUIDOS,0,tko_account_pt_accounting.data_account_type_view
141,Derivados,14,Outros instrumentos financeiros,0,tko_account_pt_accounting.data_account_type_view
1411,Potencialmente favoráveis,141,Derivados,4,account.data_account_type_liquidity
1412,Potencialmente desfavoráveis,141,Derivados,5,account.data_account_type_liquidity
142,Instrumentos financeiros detidos para negociação,14,Outros instrumentos financeiros,0,tko_account_pt_accounting.data_account_type_view
1421,Activos financeiros,142,Instrumentos financeiros detidos para negociação,6,account.data_account_type_liquidity
1422,Passivos financeiros,142,Instrumentos financeiros detidos para negociação,7,account.data_account_type_liquidity
143,Outros activos e passivos financeiros,14,Outros instrumentos financeiros,0,tko_account_pt_accounting.data_account_type_view
1431,Outros activos financeiros,143,Outros activos e passivos financeiros,8,account.data_account_type_liquidity
1432,Outros passivos financeiros,143,Outros activos e passivos financeiros,9,account.data_account_type_liquidity
2,CONTAS A RECEBER E A PAGAR,0,Your Company,0,tko_account_pt_accounting.data_account_type_view
21,Clientes,2,CONTAS A RECEBER E A PAGAR,0,tko_account_pt_accounting.data_account_type_view
211,Clientes c/c,21,Clientes,0,tko_account_pt_accounting.data_account_type_view
2111,Clientes gerais,211,Clientes c/c,0,tko_account_pt_accounting.data_account_type_view
21111,Clientes Nacionais,211,Clientes c/c,10,account.data_account_type_receivable
21112,Clientes Intracomunitários,211,Clientes c/c,10,account.data_account_type_receivable
21113,Clientes Outros Mercados,211,Clientes c/c,10,account.data_account_type_receivable
2113,Clientes - empresas subsidiarias,211,Clientes c/c,12,account.data_account_type_receivable
2114,Clientes - empresas associadas,211,Clientes c/c,13,account.data_account_type_receivable
2115,Clientes - empreendimentos conjuntos,211,Clientes c/c,14,account.data_account_type_receivable
2116,Clientes - outras partes relacionadas,211,Clientes c/c,15,account.data_account_type_receivable
212,Clientes - títulos a receber,21,Clientes,0,tko_account_pt_accounting.data_account_type_view
2121,Clientes gerais,212,Clientes - títulos a receber,16,account.data_account_type_receivable
2123,Clientes - empresas subsidiarias,212,Clientes - títulos a receber,18,account.data_account_type_receivable
2124,Clientes - empresas associadas,212,Clientes - títulos a receber,19,account.data_account_type_receivable
2125,Clientes - empreendimentos conjuntos,212,Clientes - títulos a receber,20,account.data_account_type_receivable
2126,Clientes - outras partes relacionadas,212,Clientes - títulos a receber,21,account.data_account_type_receivable
217,Clientes - Cobrança duvidosa,21,Clientes,0,tko_account_pt_accounting.data_account_type_view
2171,Clientes - Cobrança duvidosa - clientes gerais,217,Clientes - Cobrança duvidosa,10,account.data_account_type_receivable
2173,Clientes - Cobrança duvidosa - empresas subsidiárias,217,Clientes - Cobrança duvidosa,10,account.data_account_type_receivable
2174,Clientes - Cobrança duvidosa - empresas associadas,217,Clientes - Cobrança duvidosa,10,account.data_account_type_receivable
2175,Clientes - Cobrança duvidosa - empreendimentos conjuntos,217,Clientes - Cobrança duvidosa,10,account.data_account_type_receivable
2176,Clientes - Cobrança duvidosa - outras partes relacionadas,217,Clientes - Cobrança duvidosa,10,account.data_account_type_receivable
218,Adiantamentos de clientes,21,Clientes,0,tko_account_pt_accounting.data_account_type_view
2181,Adiantamentos de clientes gerais,218,Adiantamentos de clientes,23,account.data_account_type_receivable
2183,Adiantamentos de clientes - empresas subsidiarias,218,Adiantamentos de clientes,23,account.data_account_type_receivable
2184,Adiantamentos de clientes - empresas associadas,218,Adiantamentos de clientes,23,account.data_account_type_receivable
2185,Adiantamentos de clientes - empreendimentos conjuntos,218,Adiantamentos de clientes,23,account.data_account_type_receivable
2186,Adiantamentos de clientes - outras partes relacionadas,218,Adiantamentos de clientes,23,account.data_account_type_receivable
219,Perdas por imparidade acumuladas,21,Clientes,0,tko_account_pt_accounting.data_account_type_view
2191,PIA - Clientes c/c,219,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
21911,PIA - Clientes c/c - clientes gerais,2191,PIA - Clientes c/c,24,account.data_account_type_receivable
21913,PIA - Clientes c/c - empresas subsidiárias,2191,PIA - Clientes c/c,26,account.data_account_type_receivable
21914,PIA - Clientes c/c - empresas associadas,2191,PIA - Clientes c/c,27,account.data_account_type_receivable
21915,PIA - Clientes c/c - empreendimentos conjuntos,2191,PIA - Clientes c/c,28,account.data_account_type_receivable
21916,PIA - Clientes c/c - outras partes relacionadas,2191,PIA - Clientes c/c,29,account.data_account_type_receivable
2192,PIA - Clientes Titulos a Receber,219,Perdas por imparidade acumuladas,0,tko_account_pt_accounting.data_account_type_view
21921,PIA - Tit. - clientes gerais,2192,PIA - Clientes Titulos a Receber,30,account.data_account_type_receivable
21923,PIA - Tit. - empresas subsidiarias,2192,PIA - Clientes Titulos a Receber,32,account.data_account_type_receivable
21924,PIA - Tit. - empresas associadas,2192,PIA - Clientes Titulos a Receber,33,account.data_account_type_receivable
21925,PIA - Tit. - empreendimentos conjuntos,2192,PIA - Clientes Titulos a Receber,34,account.data_account_type_receivable
21926,PIA - Tit. - outras partes relacionadas,2192,PIA - Clientes Titulos a Receber,35,account.data_account_type_receivable
22,Fornecedores,2,CONTAS A RECEBER E A PAGAR,0,tko_account_pt_accounting.data_account_type_view
221,Fornecedores c/c,22,Fornecedores,0,tko_account_pt_accounting.data_account_type_view
2211,Fornecedores gerais,221,Fornecedores c/c,0,tko_account_pt_accounting.data_account_type_view
22111,Fornecedores Nacionais,2211,Fornecedores gerais,37,account.data_account_type_payable
22112,Fornecedores Intracomunitários,2211,Fornecedores gerais,37,account.data_account_type_payable
22113,Fornecedores Outros Mercados,2211,Fornecedores gerais,37,account.data_account_type_payable
2213,Fornecedores - empresas subsidiárias,221,Fornecedores c/c,39,account.data_account_type_payable
2214,Fornecedores - empresas associadas,221,Fornecedores c/c,40,account.data_account_type_payable
2215,Fornecedores - empreendimentos conjuntos,221,Fornecedores c/c,41,account.data_account_type_payable
2216,Fornecedores - outras partes relacionadas,221,Fornecedores c/c,42,account.data_account_type_payable
222,Fornecedores - títulos a pagar,22,Fornecedores,0,tko_account_pt_accounting.data_account_type_view
2221,Fornecedores gerais,222,Fornecedores - títulos a pagar,43,account.data_account_type_payable
2223,Fornecedores - empresas subsidiárias,222,Fornecedores - títulos a pagar,45,account.data_account_type_payable
2224,Fornecedores - empresas associadas,222,Fornecedores - títulos a pagar,46,account.data_account_type_payable
2225,Fornecedores - empreendimentos conjuntos,222,Fornecedores - títulos a pagar,47,account.data_account_type_payable
2226,Fornecedores - outras partes relacionadas,222,Fornecedores - títulos a pagar,48,account.data_account_type_payable
225,Facturas em recepção e conferencia,22,Fornecedores,50,account.data_account_type_payable
228,Adiantamentos a fornecedores,22,Fornecedores,0,tko_account_pt_accounting.data_account_type_view
2281,Adiantamentos a fornecedores gerais,228,Adiantamentos a fornecedores,51,account.data_account_type_payable
2283,Adiantamentos a fornecedores - empresas subsidiárias,228,Adiantamentos a fornecedores,51,account.data_account_type_payable
2284,Adiantamentos a fornecedores - empresas associadas,228,Adiantamentos a fornecedores,51,account.data_account_type_payable
2285,Adiantamentos a fornecedores - empreendimentos conjuntos,228,Adiantamentos a fornecedores,51,account.data_account_type_payable
2286,Adiantamentos a fornecedores - outras partes relacionadas,228,Adiantamentos a fornecedores,51,account.data_account_type_payable
229,Perdas por imparidade acumuladas,22,Fornecedores,52,account.data_account_type_payable
23,Pessoal,2,CONTAS A RECEBER E A PAGAR,0,tko_account_pt_accounting.data_account_type_view
231,Remunerações a pagar,23,Pessoal,0,tko_account_pt_accounting.data_account_type_view
2311,Aos órgãos sociais,231,Remunerações a pagar,53,account.data_account_type_current_liabilities
2312,Ao pessoal,231,Remunerações a pagar,54,account.data_account_type_current_liabilities
232,Adiantamentos,23,Pessoal,0,tko_account_pt_accounting.data_account_type_view
2321,Aos órgãos sociais,232,Adiantamentos,55,account.data_account_type_current_liabilities
2322,Ao pessoal,232,Adiantamentos,56,account.data_account_type_current_liabilities
237,Cauções,23,Pessoal,0,tko_account_pt_accounting.data_account_type_view
2371,De órgãos sociais,237,Cauções,0,tko_account_pt_accounting.data_account_type_view
23711,De órgãos sociais - corrente,2371,De órgãos sociais,57,account.data_account_type_current_liabilities
23712,De órgãos sociais - não corrente,2371,De órgãos sociais,58,account.data_account_type_current_liabilities
2372,Do pessoal,237,Cauções,0,tko_account_pt_accounting.data_account_type_view
23721,Do pessoal - corrente,2372,Do pessoal,63,account.data_account_type_current_liabilities
23722,Do pessoal - não corrente,2372,Do pessoal,64,account.data_account_type_current_liabilities
238,Outras operações,23,Pessoal,0,tko_account_pt_accounting.data_account_type_view
2381,Com os órgãos sociais,238,Outras operações,0,tko_account_pt_accounting.data_account_type_view
23811,Com os órgãos sociais - corrente,2381,Com os órgãos sociais,61,account.data_account_type_current_liabilities
23812,Com os órgãos sociais - não corrente,2381,Com os órgãos sociais,62,account.data_account_type_current_liabilities
2382,Com o pessoal,238,Outras operações,0,tko_account_pt_accounting.data_account_type_view
23821,Com o pessoal - corrente,2382,Com o pessoal,63,account.data_account_type_current_liabilities
23822,Com o pessoal - não corrente,2382,Com o pessoal,64,account.data_account_type_current_liabilities
239,Perdas por imparidade acumuladas,23,Pessoal,0,tko_account_pt_accounting.data_account_type_view
24,Estado e outras entidades públicas,2,CONTAS A RECEBER E A PAGAR,0,tko_account_pt_accounting.data_account_type_view
241,Imposto sobre o rendimento,24,Estado e outras entidades públicas,0,tko_account_pt_accounting.data_account_type_view
2411,IR - Imposto corrente,241,Imposto sobre o rendimento,71,account.data_account_type_current_liabilities
2412,IR - Pagamentos por conta,241,Imposto sobre o rendimento,0,tko_account_pt_accounting.data_account_type_view
24121,IR - Pagamento por conta,2412,IR - Pagamentos por conta,71,account.data_account_type_current_assets
24122,IR - Pagamento especial por conta,2412,IR - Pagamentos por conta,71,account.data_account_type_current_assets
24123,IR - Pagamento adicional por conta,2412,IR - Pagamentos por conta,71,account.data_account_type_current_assets
2413,Retenção fonte terceiros,241,Imposto sobre o rendimento,0,tko_account_pt_accounting.data_account_type_view
24131,Rendimentos de capitais,2413,Retenção fonte terceiros,71,account.data_account_type_current_assets
24132,Rendimentos prediais,2413,Retenção fonte terceiros,71,account.data_account_type_current_assets
2414,IRC estimado,241,Imposto sobre o rendimento,71,account.data_account_type_current_liabilities
2415,IRC apuramento,241,Imposto sobre o rendimento,71,account.data_account_type_current_liabilities
2416,IRC a pagar,241,Imposto sobre o rendimento,71,account.data_account_type_current_assets
2417,IRC a recuperar,241,Imposto sobre o rendimento,71,account.data_account_type_current_liabilities
242,Retenção de impostos sobre rendimentos,24,Estado e outras entidades públicas,0,tko_account_pt_accounting.data_account_type_view
2421,Retenção trab. dependentes - categoria A,242,Retenção de impostos sobre rendimentos,72,account.data_account_type_current_liabilities
2422,Retenção trab. independentes - categoria B,242,Retenção de impostos sobre rendimentos,72,account.data_account_type_current_liabilities
2423,Retenção rendimentos de capitais - categoria E,242,Retenção de impostos sobre rendimentos,72,account.data_account_type_current_liabilities
2424,Retenção rendimentos prediais - categoria F,242,Retenção de impostos sobre rendimentos,72,account.data_account_type_current_liabilities
2425,Retenção outros redimentos - categoria R,242,Retenção de impostos sobre rendimentos,72,account.data_account_type_current_liabilities
243,Imposto sobre valor acrescrescentado (IVA),24,Estado e outras entidades públicas,0,tko_account_pt_accounting.data_account_type_view
2432,IVA - Dedutível,243,Imposto sobre valor acrescrescentado (IVA),24,tko_account_pt_accounting.data_account_type_view
24321,IVA - Dedutível - Existências,243,Imposto sobre valor acrescrescentado (IVA),74,account.data_account_type_current_assets
24322,IVA - Dedutível - Ativos,2432,IVA - Dedutível,74,account.data_account_type_current_assets
24323,IVA - Dedutível - Outros bens e serviços,2432,IVA - Dedutível,74,account.data_account_type_current_assets
2433,IVA - Liquidado,243,Imposto sobre valor acrescrescentado (IVA),0,tko_account_pt_accounting.data_account_type_view
24331,IVA - Liquidado - Operações gerais,243,Imposto sobre valor acrescrescentado (IVA),75,account.data_account_type_current_liabilities
24332,IVA - Liquidado - Autoconsumos,2433,IVA - Liquidado,75,account.data_account_type_current_liabilities
24333,IVA - Liquidado - Aquisições intracomunitárias,2433,IVA - Liquidado,75,account.data_account_type_current_liabilities
24334,IVA - Liquidado - Autoliquidação,2433,IVA - Liquidado,75,account.data_account_type_current_liabilities
2434,IVA - Regularizações,243,Imposto sobre valor acrescrescentado (IVA),0,tko_account_pt_accounting.data_account_type_view
24341,Iva regularizações a favor da empresa,2434,IVA - Regularizações,76,account.data_account_type_current_assets
24342,Iva regularizações a favor do estado,2434,IVA - Regularizações,76,account.data_account_type_current_liabilities
2435,IVA - Apuramento,243,Imposto sobre valor acrescrescentado (IVA),77,account.data_account_type_current_liabilities
2436,IVA -  A Pagar,243,Imposto sobre valor acrescrescentado (IVA),78,account.data_account_type_current_liabilities
2437,IVA - A recuperar,243,Imposto sobre valor acrescrescentado (IVA),79,account.data_account_type_current_assets
2438,IVA - Reembolsos pedidos,243,Imposto sobre valor acrescrescentado (IVA),80,account.data_account_type_current_liabilities
2439,IVA - Liquidações oficiosas,243,Imposto sobre valor acrescrescentado (IVA),81,account.data_account_type_current_liabilities
244,Outros impostos,24,Estado e outras entidades públicas,82,account.data_account_type_current_liabilities
245,Segurança social,24,Estado e outras entidades públicas,0,tko_account_pt_accounting.data_account_type_view
2451,TSU - Taxa social única,245,Segurança social,83,account.data_account_type_current_liabilities
2452,Taxa contributiva entidades contratantes,245,Segurança social,83,account.data_account_type_current_liabilities
246,Tributos das autarquias locais,24,Estado e outras entidades públicas,84,account.data_account_type_current_liabilities
248,Outras tributações,24,Estado e outras entidades públicas,0,tko_account_pt_accounting.data_account_type_view
2481,FCT/FGCT,248,Outras tributações,85,account.data_account_type_current_liabilities
2489,Outras tributações,248,Outras tributações,85,account.data_account_type_current_liabilities
25,Financiamento obtidos,2,CONTAS A RECEBER E A PAGAR,0,tko_account_pt_accounting.data_account_type_view
251,Instituições de credito e sociedades financeiras,25,Financiamento obtidos,0,tko_account_pt_accounting.data_account_type_view
2511,Emprestimos bancarios,251,Instituições de credito e sociedades financeiras,0,tko_account_pt_accounting.data_account_type_view
25111,Empréstimos bancários - Corrente,2511,Emprestimos bancarios,0,tko_account_pt_accounting.data_account_type_view
251111,Mútuos,25111,Empréstimos bancários - Corrente,0,tko_account_pt_accounting.data_account_type_view
251111001,Banco A,251111,Mútuos,86,account.data_account_type_current_liabilities
251112,Papel comercial,25111,Empréstimos bancários - Corrente,0,tko_account_pt_accounting.data_account_type_view
251112001,Banco A,251112,Papel comercial,86,account.data_account_type_current_liabilities
251113,Contas caucionadas,25111,Empréstimos bancários - Corrente,0,tko_account_pt_accounting.data_account_type_view
251113001,Banco A,251113,Contas caucionadas,86,account.data_account_type_current_liabilities
251114,Titulos descontados,25111,Empréstimos bancários - Corrente,0,tko_account_pt_accounting.data_account_type_view
251114001,Banco A,251114,Titulos descontados,86,account.data_account_type_current_liabilities
251115,Cartão de crédito,25111,Empréstimos bancários - Corrente,0,tko_account_pt_accounting.data_account_type_view
251115001,Banco A,251115,Cartão de crédito,86,account.data_account_type_current_liabilities
251116,Confirming,25111,Empréstimos bancários - Corrente,0,tko_account_pt_accounting.data_account_type_view
251116001,Banco A,251116,Confirming,86,account.data_account_type_current_liabilities
251119,Outros emprestimos,25111,Empréstimos bancários - Corrente,0,tko_account_pt_accounting.data_account_type_view
251119001,Banco A,251119,Outros emprestimos,86,account.data_account_type_current_liabilities
25112,Empréstimos bancários - Não corrente,2511,Emprestimos bancarios,0,tko_account_pt_accounting.data_account_type_view
251121,Mútuos,25112,Empréstimos bancários - Não corrente,0,tko_account_pt_accounting.data_account_type_view
251121001,Banco A,251121,Mútuos,87,account.data_account_type_current_liabilities
251122,Papel comercial,25112,Empréstimos bancários - Não corrente,0,tko_account_pt_accounting.data_account_type_view
251122001,Banco A,251122,Papel comercial,87,account.data_account_type_current_liabilities
251129,Outros emprestimos,25112,Empréstimos bancários - Não corrente,0,tko_account_pt_accounting.data_account_type_view
251129001,Banco A,251129,Outros emprestimos,87,account.data_account_type_current_liabilities
2512,Descobertos bancarios,251,Instituições de credito e sociedades financeiras,0,tko_account_pt_accounting.data_account_type_view
25121,Descobertos bancários - Corrente,2512,Descobertos bancarios,0,tko_account_pt_accounting.data_account_type_view
25121001,Banco A,25121,Descobertos bancários - Corrente,88,account.data_account_type_current_liabilities
25122,Descobertos bancários - Não corrente,2512,Descobertos bancarios,0,tko_account_pt_accounting.data_account_type_view
25122001,Banco A,25122,Descobertos bancários - Não corrente,89,account.data_account_type_current_liabilities
2513,Locações financeiras,251,Instituições de credito e sociedades financeiras,0,tko_account_pt_accounting.data_account_type_view
25131,Locações financeiras - Corrente,2513,Locações financeiras,0,tko_account_pt_accounting.data_account_type_view
25131001,Entidade A,25131,Locações financeiras - Corrente,90,account.data_account_type_current_liabilities
25132,Locações financeiras - Não corrente,2513,Locações financeiras,0,tko_account_pt_accounting.data_account_type_view
25132001,Entidade A,25132,Locações financeiras - Não corrente,91,account.data_account_type_current_liabilities
2519,Outros financiamentos,251,Instituições de credito e sociedades financeiras,0,tko_account_pt_accounting.data_account_type_view
25191,Outros financiamentos - Corrente,2519,Outros financiamentos,0,tko_account_pt_accounting.data_account_type_view
25191001,Entidade A,25191,Outros financiamentos - Corrente,92,account.data_account_type_current_liabilities
25192,Outros financiamentos - Não corrente,2519,Outros financiamentos,0,tko_account_pt_accounting.data_account_type_view
25192001,Entidade A,25192,Outros financiamentos - Não corrente,93,account.data_account_type_current_liabilities
253,Participantes de capital,25,Financiamento obtidos,0,tko_account_pt_accounting.data_account_type_view
2532,Outros participantes- Suprimentos e outros mútuos,253,Participantes de capital,0,tko_account_pt_accounting.data_account_type_view
25321,Outros participantes- Suprimentos e outros mútuos - Corrente,2532,Outros participantes- Suprimentos e outros mútuos,100,account.data_account_type_payable
25322,Outros participantes- Suprimentos e outros mútuos - Não corrente,2532,Outros participantes- Suprimentos e outros mútuos,101,account.data_account_type_payable
254,"Subsidiarias, associadas e empreendimentos  conjuntos",25,Financiamento obtidos,0,tko_account_pt_accounting.data_account_type_view
2541,"Subs., assoc. e empreend. conj.- Corrente",254,"Subsidiarias, associadas e empreendimentos  conjuntos",102,account.data_account_type_payable
2542,"Subs., assoc. e empreend. conj.- Não corrente",254,"Subsidiarias, associadas e empreendimentos  conjuntos",103,account.data_account_type_payable
258,Outros financiadores,25,Financiamento obtidos,0,tko_account_pt_accounting.data_account_type_view
2581,Outros financiadores - Corrente,258,Outros financiadores,104,account.data_account_type_payable
2582,Outros financiadores - Não corrente,258,Outros financiadores,105,account.data_account_type_payable
26,Accionistas/sócios,2,CONTAS A RECEBER E A PAGAR,0,tko_account_pt_accounting.data_account_type_view
261,Accionistas c/ subscrição (ativo),26,Accionistas/sócios,106,account.data_account_type_payable
26101,Paulo A.F. Gaspar,261,Accionistas c/ subscrição (ativo),,
26102,Mariana Mota Gaspar,261,Accionistas c/ subscrição (ativo),,
26103,Francisco M.M. Gaspar,261,Accionistas c/ subscrição (ativo),,
26104,Hugo Filipe C. Gaspar,261,Accionistas c/ subscrição (ativo),,
26105,Jorge M. Moura Alves,261,Accionistas c/ subscrição (ativo),,
262,Quotas não liberadas (ativo),26,Accionistas/sócios,107,account.data_account_type_payable
263,Adiantamentos por conta lucros,26,Accionistas/sócios,0,tko_account_pt_accounting.data_account_type_view
2631,Adiantamentos por conta lucros - optica beneficiario,263,Adiantamentos por conta lucros,108,account.data_account_type_payable
2632,Adiantamentos por conta lucros - optica pagador,263,Adiantamentos por conta lucros,108,account.data_account_type_payable
264,Resultados atribuídos,26,Accionistas/sócios,0,tko_account_pt_accounting.data_account_type_view
2641,Resultados atribuídos - optica beneficiario,264,Resultados atribuídos,109,account.data_account_type_payable
2642,Resultados atribuídos - optica pagador,264,Resultados atribuídos,0,tko_account_pt_accounting.data_account_type_view
26421,Resultados atribuídos - optica pagador (parceiro),2642,Resultados atribuídos - optica pagador,109,account.data_account_type_payable
26422,Resultados atribuídos - optica pagador (outros),2642,Resultados atribuídos - optica pagador,109,account.data_account_type_current_liabilities
265,Lucros disponíveis,26,Accionistas/sócios,0,tko_account_pt_accounting.data_account_type_view
2651,Lucros disponíveis - optica beneficiario,265,Lucros disponíveis,110,account.data_account_type_payable
2652,Lucros disponíveis - optica pagador,265,Lucros disponíveis,110,account.data_account_type_payable
267,Financiamentos concedidos - outros accionistas,26,Accionistas/sócios,0,tko_account_pt_accounting.data_account_type_view
2671,Empréstimos concedidos - outros accionistas - Corrente,267,Financiamentos concedidos - outros accionistas,113,account.data_account_type_payable
2672,Empréstimos concedidos - outros accionistas - Não corrente,267,Financiamentos concedidos - outros accionistas,114,account.data_account_type_payable
268,Outras operações,26,Accionistas/sócios,0,tko_account_pt_accounting.data_account_type_view
2681,Outras operações - Corrente,268,Outras operações,113,account.data_account_type_payable
2682,Outras operações - Não corrente,268,Outras operações,114,account.data_account_type_payable
269,Perdas por Imparidade Acumuladas,26,Accionistas/sócios,0,tko_account_pt_accounting.data_account_type_view
2691,PIA - Acionista c/ subscrição,269,Perdas por Imparidade Acumuladas,115,account.data_account_type_payable
2692,PIA - Quotas não liberadas,269,Perdas por Imparidade Acumuladas,116,account.data_account_type_payable
2693,PIA - Em adiantamentos por conta de Lucros,269,Perdas por Imparidade Acumuladas,117,account.data_account_type_payable
2694,PIA - Resultados atribuidos,269,Perdas por Imparidade Acumuladas,118,account.data_account_type_payable
2695,PIA - Lucros disponíveis,269,Perdas por Imparidade Acumuladas,119,account.data_account_type_payable
2697,PIA - Outras operações,269,Perdas por Imparidade Acumuladas,0,tko_account_pt_accounting.data_account_type_view
26971,PIA - Outras operações - Corrente,2697,PIA - Outras operações,122,account.data_account_type_payable
26972,PIA - Outras operações - Não corrente,2697,PIA - Outras operações,123,account.data_account_type_payable
2698,PIA - Em empréstimos concedidos - outros accionistas,269,Perdas por Imparidade Acumuladas,0,tko_account_pt_accounting.data_account_type_view
26981,PIA - Em empréstimos concedidos - outros accionistas - Corrente,2698,PIA - Em empréstimos concedidos - outros accionistas,122,account.data_account_type_current_liabilities
26982,PIA - Em empréstimos concedidos - outros accionistas - Não Corrente,2698,PIA - Em empréstimos concedidos - outros accionistas,123,account.data_account_type_current_liabilities
27,Outras contas a receber e a pagar,2,CONTAS A RECEBER E A PAGAR,0,tko_account_pt_accounting.data_account_type_view
271,Fornecedores de investimentos,27,Outras contas a receber e a pagar,0,tko_account_pt_accounting.data_account_type_view
2711,Fornecedores investimentos - contas gerais,271,Fornecedores de investimentos,0,tko_account_pt_accounting.data_account_type_view
27111,Fornecedores investimentos - contas gerais - Corrente,2711,Fornecedores investimentos - contas gerais,124,account.data_account_type_payable
27112,Fornecedores investimentos - contas gerais - Não corrente,2711,Fornecedores investimentos - contas gerais,125,account.data_account_type_payable
2712,Facturas em recep. e conferência,271,Fornecedores de investimentos,0,tko_account_pt_accounting.data_account_type_view
27121,Facturas em recep. e conferência - Corrente,2712,Facturas em recep. e conferência,126,account.data_account_type_payable
27122,Facturas em recep. e conferência - Não corrente,2712,Facturas em recep. e conferência,127,account.data_account_type_payable
2713,Adiantamentos a fornecedores e investimentos,271,Fornecedores de investimentos,0,tko_account_pt_accounting.data_account_type_view
27131,Adiant. a fornecedores e investimentos - Corrente,2713,Adiantamentos a fornecedores e investimentos,128,account.data_account_type_payable
27132,Adiant. a fornecedores e investimentos - Não corrente,2713,Adiantamentos a fornecedores e investimentos,129,account.data_account_type_payable
272,Devedores e credores por acréscimos,27,Outras contas a receber e a pagar,0,tko_account_pt_accounting.data_account_type_view
2721,Devedores por acréscimos de rendimentos,272,Devedores e credores por acréscimos,0,tko_account_pt_accounting.data_account_type_view
27211,Juros a receber,2721,Devedores por acréscimos de rendimentos,130,account.data_account_type_current_assets
27212,Facturação a emitir,2721,Devedores por acréscimos de rendimentos,130,account.data_account_type_current_liabilities
27219,Outros devedores por acréscimos de proveitos,2721,Devedores por acréscimos de rendimentos,130,account.data_account_type_current_assets
2722,Credores por acréscimos de gastos,272,Devedores e credores por acréscimos,0,tko_account_pt_accounting.data_account_type_view
27221,Seguros a liquidar,2722,Credores por acréscimos de gastos,131,account.data_account_type_current_liabilities
27222,Remunerações a liquidar,2722,Credores por acréscimos de gastos,131,account.data_account_type_current_liabilities
27223,Juros a liquidar,2722,Credores por acréscimos de gastos,131,account.data_account_type_current_liabilities
27225,Electricidade,2722,Credores por acréscimos de gastos,131,account.data_account_type_current_liabilities
27226,Agua,2722,Credores por acréscimos de gastos,131,account.data_account_type_current_liabilities
27227,Comunicação,2722,Credores por acréscimos de gastos,131,account.data_account_type_current_liabilities
27228,Trabalhos especializados,2722,Credores por acréscimos de gastos,131,account.data_account_type_current_liabilities
27229,Outros credores por acréscimos de gastos,2722,Credores por acréscimos de gastos,131,account.data_account_type_current_liabilities
273,Benefícios pós-emprego,27,Outras contas a receber e a pagar,132,account.data_account_type_current_liabilities
274,Impostos diferidos,27,Outras contas a receber e a pagar,0,tko_account_pt_accounting.data_account_type_view
2741,Activos por impostos diferidos,274,Impostos diferidos,133,account.data_account_type_current_assets
2742,Passivos por impostos diferidos,274,Impostos diferidos,0,account.data_account_type_non_current_liabilities
27421,Passivos p/ imp. diferidos - Reav Legais,2742,Passivos por impostos diferidos,134,account.data_account_type_non_current_liabilities
27422,Passivos p/ imp. diferidos - Reav Livres,2742,Passivos por impostos diferidos,134,account.data_account_type_non_current_liabilities
275,Credores por subscrições não liberadas,27,Outras contas a receber e a pagar,0,tko_account_pt_accounting.data_account_type_view
2751,Credores por subscrições não liberadas - Corrente,275,Credores por subscrições não liberadas,135,account.data_account_type_payable
2752,Credores por subscrições não liberadas - Não corrente,275,Credores por subscrições não liberadas,136,account.data_account_type_payable
276,Adiantamentos por conta de vendas,27,Outras contas a receber e a pagar,137,account.data_account_type_payable
278,Outros devedores e credores,27,Outras contas a receber e a pagar,0,tko_account_pt_accounting.data_account_type_view
2781,Outros devedores e credores - Corrente,278,Outros devedores e credores,0,tko_account_pt_accounting.data_account_type_view
27811,Outros devedores - Corrente ,2781,Outros devedores e credores - Corrente,0,tko_account_pt_accounting.data_account_type_view
278111,Outros devedores - Corrente (por parceiro),27811,Outros devedores - Corrente ,138,account.data_account_type_payable
278119,Outros devedores - Corrente (outros),27811,Outros devedores - Corrente ,138,account.data_account_type_current_liabilities
27812,Outros credores - Corrente,2781,Outros devedores e credores - Corrente,0,tko_account_pt_accounting.data_account_type_view
278121,Outros credores - Corrente (por parceiro),27812,Outros credores - Corrente,138,account.data_account_type_payable
278129,Outros credores - Corrente (outros),27812,Outros credores - Corrente,138,account.data_account_type_current_liabilities
2782,Outros devedores e credores - Não corrente,278,Outros devedores e credores,0,tko_account_pt_accounting.data_account_type_view
